id,site_eui
75757,229.20423601281814
75758,234.92079475663957
75759,227.42043304611417
75760,246.1672608153168
75761,215.9851922260168
75762,252.70190129036888
75763,212.1457942145271
75764,230.59404498361818
75765,208.22640642161934
75766,248.50800899109436
75767,229.4566000693884
75768,249.47531298684436
75769,274.0788507003612
75770,251.2710000513221
75771,205.4265780498932
75772,206.11564772079998
75773,236.2931586229358
75774,205.20776165358214
75775,240.68873994282393
75776,236.87864724518667
75777,259.59231509457396
75778,239.85908578333758
75779,250.49740937797426
75780,251.053215908454
75781,243.09680668324538
75782,200.23521873951302
75783,240.68873994282393
75784,196.23973129215085
75785,209.92287073472085
75786,248.39526991158928
75787,236.84786337245183
75788,256.627551537378
75789,235.31559632629495
75790,269.13254407489893
75791,261.39254286773627
75792,238.55226349763282
75793,235.76154542103995
75794,259.6730547326696
75795,267.0255907730131
75796,259.4756187948597
75797,239.3104104793818
75798,247.10506213468113
75799,241.24207272010878
75800,252.9885861056331
75801,244.83765862468556
75802,247.10506213468113
75803,229.2809572469203
75804,237.85938172471054
75805,241.24207272010878
75806,200.78804973131574
75807,152.35562182461535
75808,188.41012228994242
75809,152.19335191137696
75810,163.20021924967307
75811,245.71791884607595
75812,151.40383638356568
75813,246.81707698431654
75814,238.19703845774205
75815,206.75527281231427
75816,239.0654247574329
75817,168.38052342609302
75818,250.4080640649676
75819,238.99031957900593
75820,221.88384958378487
75821,186.4154548506818
75822,195.54508631295056
75823,189.59496066113974
75824,242.15358417708424
75825,184.47513569473665
75826,255.67377324146344
75827,42.38170963158258
75828,36.36678134613025
75829,43.59847730525896
75830,40.193824772956184
75831,85.92327027844652
75832,93.69669632355607
75833,106.02850743480997
75834,107.38791492934786
75835,111.2405624729704
75836,52.9740680443515
75837,61.42751846607495
75838,40.8584115747445
75839,67.0974632044172
75840,69.14742417798479
75841,157.38023052012187
75842,84.03457798094378
75843,48.253586246084616
75844,70.76362331940194
75845,69.21040995215145
75846,69.32788531875714
75847,56.88722879883497
75848,62.72403475106107
75849,53.95588216726356
75850,82.00394364260643
75851,48.50995168336168
75852,53.846827440085505
75853,94.1880689814338
75854,155.8159777886719
75855,41.538107925368784
75856,50.958652944611906
75857,70.1081742491698
75858,68.50016309307316
75859,64.87739320698053
75860,64.87739320698053
75861,80.25054830366089
75862,27.169155702918424
75863,30.341565965492336
75864,24.462947288511813
75865,24.10029770782722
75866,27.51807212251485
75867,25.953746228208328
75868,25.18179788939346
75869,30.996499591733244
75870,31.4482164123415
75871,64.36185721464739
75872,78.70643181006949
75873,66.48337841344286
75874,80.10681481065102
75875,72.79989413934031
75876,67.49751992437449
75877,71.30569901835011
75878,78.05064899943994
75879,80.89002752988637
75880,75.08987234848702
75881,78.5432752643251
75882,76.26755936457641
75883,86.40761966403642
75884,76.61795659276711
75885,74.23989130512653
75886,53.303784070178054
75887,57.68343004654833
75888,59.46845513510985
75889,50.866979374578804
75890,58.50006040589876
75891,79.32186808241215
75892,62.73055932660096
75893,68.50210969094701
75894,66.21627322382399
75895,77.8430797338302
75896,74.60486091132972
75897,72.74934890298586
75898,77.41874543860034
75899,68.26733401192443
75900,72.41629584981901
75901,65.4515217422161
75902,65.73603865183553
75903,71.84064324759369
75904,79.10339513824128
75905,77.9158826737001
75906,63.89127277437583
75907,62.181259261087064
75908,64.36942223952975
75909,62.27198043642374
75910,79.10339513824128
75911,62.792838783042626
75912,73.09766427352275
75913,64.08540210761672
75914,71.65149666094449
75915,68.17533450638906
75916,71.92807067169869
75917,65.04692443951254
75918,74.43288530474778
75919,77.94709543560784
75920,72.68036131208996
75921,78.44657955145867
75922,70.03474743388489
75923,71.91010327141795
75924,65.56775193972709
75925,54.94621985189922
75926,80.42836303667697
75927,58.77611643042025
75928,79.15895376010886
75929,81.3893207492923
75930,72.43626119640811
75931,79.2313279373979
75932,61.63887198287028
75933,55.326268869729354
75934,54.786579956815764
75935,78.68311233080894
75936,96.52736109989752
75937,96.85314119659591
75938,113.0601254338244
75939,105.56410327730144
75940,94.11342662580554
75941,122.78394867778655
75942,115.55558085211408
75943,116.24108858001115
75944,117.89869288377153
75945,114.7329124481395
75946,115.41392511615162
75947,113.73150385017871
75948,124.14720025955972
75949,149.5848495811401
75950,178.7852245122628
75951,158.7514909011251
75952,136.013308597005
75953,137.9635144780898
75954,154.95901334443644
75955,122.26963141113355
75956,154.73815431806864
75957,93.5409252875915
75958,95.60165146728787
75959,103.62367474683137
75960,96.3222709619729
75961,100.10655392235658
75962,101.32457665654525
75963,93.86224507014413
75964,93.72408593215246
75965,96.29117959826206
75966,103.33532396264984
75967,101.93505282618894
75968,96.4035246714057
75969,94.20179686862059
75970,101.9917938574086
75971,100.56498877616164
75972,99.0693496043995
